lat,lon,ele,time,name,sat
10.02005846611614,-84.20951046789433,986.0970150548965,2017-10-09T20:23:23Z,Parada de autobús,0
10.02006658614133,-84.20950831962847,985.3057773122564,2017-10-09T20:23:24Z,1,0
10.018420610357246,-84.20575766797086,981.1228987891227,2017-10-09T20:26:17Z,Parada de autobús,0
10.018407872597685,-84.20575647685295,980.8440820816904,2017-10-09T20:26:18Z,1,0
10.018520437076326,-84.20129799115129,975.503396361135,2017-10-09T20:27:48Z,Parada de autobús,0
10.018520437076326,-84.20129799115129,975.503396361135,2017-10-09T20:27:48Z,3,0
10.019094226997627,-84.19757974645714,972.9403277933598,2017-10-09T20:29:27Z,Parada de autobús,0
10.019094226997627,-84.19757974645714,972.9403277933598,2017-10-09T20:29:27Z,3,0
10.019859317791369,-84.19218348862682,996.1857953770086,2017-10-09T20:31:20Z,Parada de autobús,0
10.019859317791369,-84.19218348862682,996.1857953770086,2017-10-09T20:31:20Z,3,0
10.024526989077822,-84.18665484159706,1042.5056952293962,2017-10-09T20:39:02Z,Parada de autobús,0
10.024525828183345,-84.18664872659723,1039.4237027894706,2017-10-09T20:39:03Z,3,0
10.026589907387837,-84.18146995085372,1044.4084689831361,2017-10-09T20:41:21Z,Parada de autobús,0
10.026578496120921,-84.18143813302525,1044.592466683127,2017-10-09T20:41:22Z,3,0
10.025117778719592,-84.17960906001771,1050.0120623447,2017-10-09T20:42:27Z,Parada de autobús,0
10.0251140277557,-84.17959808385332,1049.9709982573986,2017-10-09T20:42:28Z,3,0
10.024593542136381,-84.17695439257422,1047.7726289257407,2017-10-09T20:43:19Z,Parada de autobús,0
10.024593542136381,-84.17695439257422,1047.7726289257407,2017-10-09T20:43:19Z,3,0
10.028904115610782,-84.17192178884329,1070.2473686244339,2017-10-09T20:44:49Z,Parada de autobús,0
10.028899696630406,-84.17194355310414,1070.28976691328,2017-10-09T20:44:50Z,1,0
10.029456899338587,-84.17095344007261,1051.596144206822,2017-10-09T20:45:44Z,Parada de autobús,0
10.029456899338587,-84.17095344007261,1051.596144206822,2017-10-09T20:45:44Z,3,0
10.031535941225139,-84.16704844362462,1098.8189597157761,2017-10-09T20:47:28Z,Parada de autobús,0
10.031559921898586,-84.16706090504597,1098.781033737585,2017-10-09T20:47:29Z,1,0
10.034188855518785,-84.16415820169925,1112.4957568692043,2017-10-09T20:48:51Z,Parada de autobús,0
10.034188855518785,-84.16415820169925,1112.4957568692043,2017-10-09T20:48:51Z,1,0
