lat,lon,ele,time,name,sat
10.037328787029558,-84.15790255458596,1191.6891342648255,2017-11-13T15:09:03Z,Inicio de la ruta San Barbara - Alajuela ,0
10.036826061078688,-84.15832751708149,1166.695466205421,2017-11-13T15:09:46Z,Parada de Bus tipo 1,0
10.036470896029371,-84.15914890039446,1145.5928079409018,2017-11-13T15:10:37Z,Parada de Bus tipo 3,0
10.032161663307143,-84.16648534742333,1109.407963235169,2017-11-13T15:15:30Z,Parada de Bus tipo 3,0
10.030894405352818,-84.16825409451998,1104.3848665236858,2017-11-13T15:16:04Z,Parada de Bus tipo 3,0
10.029957087188103,-84.17007207274705,1107.8672635743071,2017-11-13T15:17:11Z,Parada de Bus tipo 1,0
10.02926362526954,-84.17137702314128,1095.7212538272033,2017-11-13T15:17:53Z,Parada de Bus tipo 3,0
10.026811701979442,-84.17379000212841,1091.0048519315744,2017-11-13T15:19:51Z,Parada de Bus tipo 3,0
10.025074578669834,-84.17642361225838,1066.3751560690305,2017-11-13T15:20:56Z,Parada de Bus tipo 3,0
10.024925773309569,-84.1791908221832,1056.0204924538143,2017-11-13T15:21:51Z,Parada de Bus tipo 3,0
10.026479693171018,-84.18141031479847,1052.1980078771855,2017-11-13T15:22:55Z,Parada de Bus tipo 3,0
10.023212102591028,-84.18833796050315,1025.2002509246727,2017-11-13T15:25:07Z,Parada de Bus tipo 3,0
10.021197645986684,-84.19010428048408,1006.9290514985942,2017-11-13T15:25:52Z,Parada de Bus tipo 3,0
10.019573542147038,-84.19256974867504,996.717664516218,2017-11-13T15:27:01Z,Parada de Bus tipo 3,0
10.01873248549742,-84.19426753673548,989.7884243186561,2017-11-13T15:28:27Z,Parada de Bus tipo 3,0
10.018164944751536,-84.1970305559792,966.1079673514978,2017-11-13T15:29:44Z,Parada de Bus tipo 1,0
10.01866125294926,-84.1971115033553,952.7784624653186,2017-11-13T21:08:52Z,Hidrante Multivalvular 2.5',0
10.01866125294926,-84.1971115033553,952.7570888982361,2017-11-13T21:08:53Z,Parada de Bus tipo 3,0
10.01866125294926,-84.1971115033553,952.578596281474,2017-11-13T21:09:10Z,Hidrante Normal 2.5',0
10.01866125294926,-84.1971115033553,952.6819169734737,2017-11-13T21:09:12Z,Hidrante Normal 2.5',0
10.017310941705512,-84.21758398472997,897.4095997526318,2017-11-13T21:26:34Z,Parada de Bus tipo 1,0
10.016805818608914,-84.21743319156286,910.5283086553335,2017-11-13T21:28:08Z,Fin de la ruta ,0
10.016656194503275,-84.21792605527222,926.4308360676043,2017-11-13T21:30:02Z,Hidrante Normal 2.5',0
10.016726858842853,-84.21786930352307,927.1378868674658,2017-11-13T21:30:05Z,Parada de Bus tipo 3,0
